timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
1725779198,-0.00023058779,-0.004657225,-0.0035931023,4036,0,0.041138995,0.053572204,-9.8888,4036
1725899165,0.0024594974,-0.0028457686,-0.0022637784,4000,0,0.048328124,0.041390765,-9.896738,4000
1725943170,0.00044313198,0.00043571676,-0.0022095381,4013,0,0.039510705,0.07791376,-9.893793,4013
1725983191,0.0020392113,-0.001357632,-0.0019242028,4041,0,0.036903344,0.06280563,-9.888956,4041
1726027954,0.0017945934,-0.0009257978,-0.0031867356,3987,0,0.004067651,0.05109257,-9.869885,3987
1726068776,0.0020603999,-0.00073607074,-0.0018291208,4040,0,0.04009544,0.0021366505,-9.897469,4040
1726108750,0.09302976,-0.066518895,0.025326857,4020,0,-0.6434427,-1.7024056,-11.076119,4020
1726152771,0.0154338535,-0.06694721,0.025710696,4013,0,-1.538529,1.4151556,-9.707196,4013
1726192730,0.07591371,0.026055733,-0.009510693,4000,0,-1.566081,0.3605872,-9.414092,4000
1726236802,0.016587915,-0.055460256,0.010229725,4072,0,1.5645305,-2.958857,-10.607943,4072
1726276773,-0.0143152615,-0.007014747,0.05030588,4019,0,-2.03182,1.362914,-9.408871,4019
1726316792,-0.027985923,-0.020118952,-0.054047342,4039,0,0.81105405,3.606737,-10.180266,4039
1726360754,-0.017568817,-0.0012152893,-0.02117984,4000,0,-0.33732334,-2.0926445,-9.574464,4000
1726404818,-9.149277e-05,0.0037990627,-0.0051909443,4058,0,0.56913364,-1.4696089,-10.554664,4058
1726444792,-0.00016419106,0.01548783,-0.009489665,4038,0,-0.21064644,1.0293546,-9.799269,4038
1726484753,0.015808774,0.012401355,-0.0073969364,3993,0,0.171851,0.2624064,-10.230889,3993
1726528760,-0.0029986338,0.015851123,-0.013038938,4006,0,-0.6071585,-0.312282,-9.846204,4006
1726572817,0.01185901,-0.015564468,0.002436973,4057,0,0.9429715,-0.055364184,-9.783199,4057
1726612780,0.018553006,-0.03827664,0.0051773735,4024,0,0.2841787,0.6687849,-10.008759,4024
1726656791,-0.02240817,0.0032404829,0.013057176,4031,0,-0.61143625,0.8560223,-9.548417,4031
1726696754,0.0010801817,0.009889919,0.0017797226,3987,0,0.35057592,-0.24423513,-10.012673,3987
1726740830,-0.032248188,0.0032830988,0.013216121,4076,0,0.5203027,-0.62774354,-10.158338,4076
1726788782,0.0056922506,0.03220491,0.063858345,4022,0,-1.9362277,0.085688986,-9.505465,4022
1726829561,-0.14273696,-0.035064675,0.036664322,3965,0,-3.6187198,0.023584971,-9.156398,3965
1726869534,-0.19081435,-0.19347961,0.13932487,4004,0,-0.52635866,2.6339583,-11.479584,4004
1726913541,-0.02646641,-0.2530731,0.047295213,3959,0,1.2427582,-3.66379,-10.935347,3959
1726957529,-0.37172925,-0.26561326,0.085373536,3999,0,-2.618784,-1.7176611,-14.687464,3999
1726997532,-0.07016401,-0.25596583,0.07808943,4003,0,-3.0619073,-2.283151,-18.411201,4003
1727037603,-0.124800034,0.008632015,0.09046536,4061,0,-2.5222337,3.0204458,-19.513762,4061
