timestamp,roll,pitch,yaw,thrust
1725899326,0.012298771,0.08191629,-0.00050343113,0.5154809
1725943302,0.012035793,0.08139077,-0.00056979887,0.5248222
1725983314,0.01066493,0.08108781,-0.00048536155,0.53309083
1726028126,0.0103236,0.08068314,-0.0004994238,0.5422756
1726068909,0.009940832,0.0798071,-0.0005044197,0.55080086
1726108883,0.022245409,0.077872545,-0.0006273711,0.56026614
1726148872,-0.017388871,0.12225292,0.00017126401,0.5658661
1726192868,0.016635198,-0.005877592,-0.00029222737,0.5762732
1726236923,0.008097631,0.16848487,-0.0016534985,0.58549255
1726276917,-0.018680593,0.033693686,-0.0035099974,0.5929268
1726320889,0.0021477935,0.09756361,-0.0022399342,0.60339755
1726360892,0.00371309,0.09728333,-0.0015317516,0.6105107
1726404928,0.023943841,0.063694455,-0.0007757198,0.62067914
1726444933,0.013807628,0.087000355,-4.2809384e-05,0.6283136
1726484912,-0.014817089,0.08471273,0.00080964935,0.63752764
1726528883,0.025313232,0.062879205,0.00095067755,0.64595413
1726572933,0.017812788,0.07934762,0.0014572015,0.65641034
1726612909,-0.014717664,0.07851155,0.0014979853,0.66544193
1726656914,0.015710283,0.07227109,0.0009857503,0.67371964
1726696880,0.015474787,0.08114541,0.0006164847,0.6829091
1726740942,-0.0013429252,0.083517544,-0.0004055829,0.69215965
1726788899,0.0120048225,0.071573384,-0.0043049525,0.69550663
1726829691,0.029823937,0.05177366,-0.011205988,0.6903881
1726869655,0.03361114,0.05499381,-0.018184425,0.6911955
1726913664,0.044410996,0.1261337,-0.026896378,0.6942575
1726957646,0.1413119,0.17541327,-0.03545546,0.68486893
1726997650,0.2108927,0.25143734,-0.04152657,0.66099787
1727037727,0.216506,0.2778266,-0.04518634,0.6336863
1727081687,0.11230847,0.19134289,-0.048110623,0.59105366
1727122528,0.16207224,0.17454953,-0.05197802,0.5633871
1727162481,0.2197699,0.22595495,-0.054963414,0.541591
1727202482,0.1848037,0.20775919,-0.05827708,0.52217567
1727246519,0.12749243,0.13047099,-0.060996167,0.5027591
1727286490,0.16148748,0.1126249,-0.06371749,0.49831116
1727330497,0.21371305,0.099559575,-0.06670535,0.49522364
1727371357,0.15641297,0.045199823,-0.067735635,0.49313614
1727411302,0.1473779,0.00395833,-0.06915061,0.49451327
1727455266,0.13751486,0.0022082154,-0.070105165,0.49616352
1727495304,0.1383853,-0.00997644,-0.071673125,0.4966641
1727539272,0.08594384,-0.04583561,-0.072083145,0.4964151
1727579263,0.09488394,-0.058173504,-0.07242811,0.50203115
1727623303,0.1524534,-0.056054033,-0.0735077,0.50006104
1727663313,0.117604315,-0.043002144,-0.07325046,0.50547594
1727708157,0.069194324,-0.051927134,-0.07238188,0.50710887
1727752140,0.08771607,-0.0310749,-0.07157037,0.51008385
1727792078,0.078593746,-0.026845742,-0.07084674,0.5078926
1727832079,0.035341904,-0.036935534,-0.06962473,0.5095327
1727876145,0.06811602,-0.026512528,-0.06862429,0.5099224
1727916088,0.060705625,-0.011990799,-0.0671978,0.5102422
1727956916,0.0005369381,-0.026825605,-0.064457096,0.5116237
1728000920,0.02559298,-0.027930735,-0.06241129,0.51151687
1728040925,0.024913114,-0.018185144,-0.060015917,0.51395255
1728080878,0.026280766,-0.046680227,-0.057480514,0.51641816
1728124847,0.0023266133,-0.04760374,-0.05532515,0.5175133
1728168905,0.025827764,-0.023517327,-0.053416427,0.5177076
1728208875,0.061396632,-0.012612979,-0.052101824,0.5178524
1728253738,0.05893995,-0.0046050325,-0.05008951,0.5172367
1728297684,0.079654835,0.022636374,-0.048491474,0.5172093
1728341742,0.0836909,0.019579848,-0.04662356,0.51791245
1728385678,0.060651336,0.017667854,-0.044656597,0.5203693
1728425688,0.07915201,0.04294178,-0.043595865,0.52193207
1728465682,0.06444056,0.050346863,-0.04211828,0.5227354
1728506493,0.098783605,0.05382225,-0.04130629,0.5227755
1728546470,0.06174542,0.05683336,-0.039344206,0.52202785
1728590534,0.08126144,0.058860384,-0.038969338,0.5227568
1728634462,0.048677612,0.062615655,-0.03733282,0.5260558
1728674468,0.061974376,0.073572,-0.036744382,0.52412903
1728718509,0.053899102,0.07727493,-0.035779215,0.5265617
1728758497,0.037981976,0.07581508,-0.034979258,0.52575207
1728802478,0.06505397,0.08713291,-0.03512747,0.5242547
1728843287,0.039919652,0.07393168,-0.03377183,0.52722424
1728887317,0.06792427,0.07783684,-0.034273885,0.5242998
1728931267,0.054374557,0.06613517,-0.03390144,0.52583593
1728975386,0.027952831,0.06483885,-0.033320803,0.5283159
1729019331,0.053051136,0.081722245,-0.033896036,0.52682114
1729060072,0.03472042,0.06725024,-0.03372665,0.5289672
1729104100,0.057198215,0.07001071,-0.034378346,0.525621
1729144134,0.057227585,0.06714457,-0.034334026,0.5277892
1729188137,0.06759164,0.07205762,-0.03501676,0.5259777
1729228084,0.033669706,0.045956317,-0.034469552,0.52947354
1729272068,0.02338597,0.060556464,-0.034363795,0.5288492
1729312105,0.041660145,0.05534275,-0.03419782,0.5283814
1729356914,0.048975475,0.051557105,-0.033088665,0.5294639
1729396922,0.028728124,0.049545508,-0.032432407,0.5266754
1729440885,0.034429368,0.05952587,-0.03142493,0.52668035
1729480875,0.039402544,0.04873144,-0.030659618,0.5300902
1729524931,0.04207538,0.032073416,-0.029371357,0.52946717
1729564872,0.010769442,0.03084526,-0.02791269,0.52983975
1729608886,0.017640598,0.025577676,-0.02656668,0.5292612
1729649703,-0.014826249,0.023396246,-0.024978029,0.5311238
1729689680,0.018643787,0.0176377,-0.023714835,0.5311423
1729733714,-0.006897841,0.017587336,-0.021835374,0.532116
1729773676,0.0012361155,0.028070318,-0.020479448,0.5305541
1729817649,-0.013473798,0.029064618,-0.018874947,0.53268987
1729857674,-0.006712608,0.012351609,-0.01743327,0.5342705
1729901656,-0.023398615,0.020081196,-0.016023431,0.53508127
1729942542,-0.016450228,0.021872051,-0.015070551,0.53588724
1729986533,0.00080730394,0.04840964,-0.014070519,0.534186
1730026506,-0.031385727,0.03755469,-0.012439665,0.5371866
1730070566,0.00024657874,0.051250774,-0.012048527,0.5346201
1730110518,-0.012847852,0.055052023,-0.010767737,0.5345656
1730154522,0.0068106097,0.060690016,-0.010458059,0.5352548
1730194484,0.012098612,0.058559086,-0.009842792,0.5342849
1730235337,0.007361104,0.06911292,-0.009573296,0.533754
1730275291,0.027661724,0.07992756,-0.00951135,0.5339891
1730319356,0.014644029,0.06899214,-0.009092692,0.5349679
1730363341,0.014600318,0.056774795,-0.009140812,0.53664017
1730403387,-0.00014809173,0.067970626,-0.0085476,0.53489554
1730443284,0.028173134,0.08729843,-0.009513714,0.5338268
1730484121,0.033642787,0.08366765,-0.010210715,0.5335518
1730528180,0.022078916,0.0713386,-0.010708084,0.5335802
1730568196,0.029671907,0.07563796,-0.011619579,0.5358191
1730612161,0.028979136,0.079128295,-0.011941262,0.53578603
1730652151,0.0291976,0.06588409,-0.013295159,0.5370488
1730696146,0.0245198,0.07430205,-0.013824183,0.5351997
1730736154,0.045723446,0.07254101,-0.014977534,0.53560394
1730780897,0.04368058,0.05453122,-0.015851863,0.5356423
1730820883,0.017674118,0.06315825,-0.016216308,0.5329776
1730864910,0.0006756437,0.043401353,-0.016534932,0.53462553
1730904935,0.018607689,0.064160585,-0.017280139,0.5351499
1730948882,0.011862791,0.061969068,-0.017524276,0.5380494
1730988877,0.016087022,0.056208163,-0.018180482,0.5369506
1731032899,0.025438465,0.06847143,-0.01864136,0.53469735
1731076854,0.034453236,0.053628456,-0.019219315,0.53585374
1731117690,0.0127816945,0.03499488,-0.018868778,0.5368374
1731161734,0.019961037,0.02565675,-0.01884855,0.5385104
1731201719,0.018114839,0.03252845,-0.018271588,0.5359619
1731245681,0.014706491,0.037568726,-0.017700601,0.5389231
1731285687,0.006162483,0.031181654,-0.017194185,0.5359954
1731329706,-0.0034033884,0.048240125,-0.016532304,0.5360825
1731370523,0.00017902006,0.052559048,-0.016125552,0.5359407
1731414538,0.0018569542,0.048283473,-0.01587439,0.5371747
1731454525,0.0093937535,0.032260474,-0.015466057,0.53613925
1731498563,-0.0016245482,0.02261221,-0.015308437,0.5388541
1731538518,0.0110596875,0.029343918,-0.015648095,0.53647846
1731582529,-0.0034660161,0.02745269,-0.015367006,0.54077864
1731623345,0.023297511,0.018866464,-0.01616242,0.53842837
1731663365,0.011960632,0.025348032,-0.016478758,0.53572994
1731707364,0.01928771,0.040448084,-0.017081922,0.5368664
1731747378,0.016516991,0.022104133,-0.017361857,0.5391769
1731787331,0.029081073,0.016758863,-0.017799674,0.5381519
1731831333,0.031058028,0.027629353,-0.018413024,0.5371912
1731875378,0.007898464,0.02994673,-0.018319957,0.53885925
1731916107,0.03789742,0.015339354,-0.01956516,0.53711694
1731960064,0.023882998,0.029346919,-0.01933153,0.5354188
1732000134,0.05153566,0.030174742,-0.019913603,0.5371822
1732044106,0.024731826,0.02719577,-0.01969578,0.5356868
1732084115,0.023373246,0.015045022,-0.020213058,0.53718525
1732128101,0.026143054,0.017593862,-0.020270552,0.53391707
1732168853,0.025523135,-0.003014015,-0.020468492,0.5378111
1732212890,0.04864032,-0.012175797,-0.020379016,0.53495055
1732252922,0.033152413,0.0014540883,-0.020196512,0.5338776
1732296894,0.07422216,0.0014186554,-0.020502662,0.53127056
1732336868,0.048854526,0.007900794,-0.019835796,0.5342577
1732380947,0.06484401,0.003214418,-0.01959329,0.5326259
1732420933,0.044592734,0.014164591,-0.018918732,0.5341737
1732464896,0.0206602,0.02258325,-0.018291831,0.53568876
1732505697,0.031482227,0.022246988,-0.017770004,0.53544974
1732545705,0.032754343,0.04333063,-0.017435627,0.5327902
1732589703,0.027444754,0.049856268,-0.01675533,0.53361225
1732629691,0.036868893,0.068562806,-0.017160684,0.53105736
1732673670,0.011583999,0.06176512,-0.015900645,0.53272134
1732713671,0.03855399,0.07381529,-0.016176963,0.5353933
1732757714,0.02022229,0.06133882,-0.015730765,0.5349176
1732798484,0.011227061,0.06014405,-0.015474856,0.53678274
1732842589,0.049771428,0.071869425,-0.015799776,0.53426856
1732882487,0.039570596,0.060569584,-0.014969466,0.53752345
1732922492,0.0028005028,0.07288392,-0.01398728,0.53542614
1732966498,0.06576065,0.067833215,-0.014659716,0.5328128
1733010568,0.058748595,0.04076851,-0.014042421,0.5329893
1733050496,0.055116963,0.040099896,-0.013483434,0.53117126
1733095321,0.040969044,0.03444757,-0.013046335,0.5348855
1733135360,0.05213144,0.032450248,-0.012734175,0.5342389
1733175340,0.07291978,0.022441536,-0.013033337,0.5316077
1733219370,0.038243506,0.025474759,-0.012187718,0.5323388
1733259372,0.048435476,0.022900008,-0.012147073,0.53341925
1733300081,0.08366973,0.028844206,-0.01287617,0.53049105
1733340111,0.073958844,0.038609527,-0.012423145,0.53068244
1733384092,0.053410362,0.037340455,-0.011660018,0.5293437
1733424175,0.042704925,0.043575466,-0.011223478,0.5274222
1733468193,0.014211587,0.02143984,-0.009559701,0.52961344
1733508157,0.01790573,0.031115644,-0.008796453,0.5315948
1733552137,0.046744578,0.025914997,-0.008199535,0.5297893
1733592142,0.024444886,0.03978075,-0.006650786,0.5297652
1733636920,0.08163328,0.039474152,-0.0060872408,0.5285991
1733680881,0.06861302,0.046066705,-0.004503131,0.52901024
1733724919,0.06787438,0.047022708,-0.0032358381,0.5291454
1733768878,0.09875915,0.05437709,-0.002416227,0.529104
1733808918,0.11182946,0.08417086,-0.0014420331,0.5267505
1733852926,0.076635234,0.081705384,0.00089295174,0.52859324
1733893694,0.10279782,0.098864086,0.0010828036,0.5245956
1733937642,0.0778219,0.0974205,0.0026569422,0.5262828
1733977681,0.053004943,0.11054852,0.004524128,0.5277059
1734021726,0.07808232,0.11569465,0.0045642564,0.5259597
1734065720,0.04616622,0.122749664,0.006337283,0.5258883
1734109767,0.05036723,0.12250138,0.0071487566,0.5249963
1734149758,0.041439667,0.13126817,0.0077723684,0.5277053
1734189721,-0.0017095646,0.13286716,0.009177967,0.52696633
1734230575,0.02983222,0.1148082,0.008785336,0.5293775
1734274530,-0.012206138,0.10271053,0.009981123,0.5301468
1734314529,-0.007308776,0.081033,0.009980384,0.529715
