timestamp,safety_switch_available,safety_off,override_available,override_enabled
1725772387,1,1,0,0
1725812143,1,1,0,0
1725916355,1,1,0,0
1725940126,1,1,0,0
1725960138,1,1,0,0
1725984119,1,1,0,0
1726004913,1,1,0,0
1726025384,1,1,0,0
1726045746,1,1,0,0
1726065689,1,1,0,0
1726089627,1,1,0,0
1726109693,1,1,0,0
1726134034,1,1,0,0
1726153916,1,1,0,0
1726173955,1,1,0,0
1726197659,1,1,0,0
1726217686,1,1,0,0
1726237734,1,1,0,0
1726261715,1,1,0,0
1726281766,1,1,0,0
1726305694,1,1,0,0
1726329713,1,1,0,0
1726349993,1,1,0,0
1726369806,1,1,0,0
1726393755,1,1,0,0
1726413813,1,1,0,0
1726437686,1,1,0,0
1726461643,1,1,0,0
1726485696,1,1,0,0
1726509703,1,1,0,0
1726533933,1,1,0,0
1726557708,1,1,0,0
1726577793,1,1,0,0
1726602008,1,1,0,0
1726621705,1,1,0,0
1726641704,1,1,0,0
1726661718,1,1,0,0
1726681746,1,1,0,0
1726705746,1,1,0,0
1726729635,1,1,0,0
1726749657,1,1,0,0
1726769668,1,1,0,0
1726789706,1,1,0,0
1726810452,1,1,0,0
1726830460,1,1,0,0
1726850489,1,1,0,0
1726874462,1,1,0,0
1726894493,1,1,0,0
1726914498,1,1,0,0
1726938475,1,1,0,0
1726962783,1,1,0,0
1726986476,1,1,0,0
1727010475,1,1,0,0
1727030547,1,1,0,0
1727054531,1,1,0,0
1727078543,1,1,0,0
1727098569,1,1,0,0
1727119313,1,1,0,0
1727143630,1,1,0,0
1727167230,1,1,0,0
1727187244,1,1,0,0
1727211315,1,1,0,0
1727231304,1,1,0,0
1727255258,1,1,0,0
1727275274,1,1,0,0
1727299342,1,1,0,0
1727323636,1,1,0,0
1727347356,1,1,0,0
1727368109,1,1,0,0
1727388163,1,1,0,0
1727408157,1,1,0,0
1727428171,1,1,0,0
1727452044,1,1,0,0
1727472123,1,1,0,0
1727492090,1,1,0,0
