timestamp,timestamp_last_signal,channel_count,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],rc_failsafe,rc_lost,input_source
1725773022,1725773022,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1725896810,1725896810,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1725940862,1725940862,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1725984867,1725984867,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1726025966,1726025966,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1726066388,1726066388,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1726110383,1726110383,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1726154491,1726154491,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1726174538,1726174538,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1726218388,1726218388,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1726262441,1726262441,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1726306411,1726306411,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1726350568,1726350568,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1726394409,1726394409,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1726438459,1726438459,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1726486420,1726486420,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1726510416,1726510416,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1726558443,1726558443,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1726602583,1726602583,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1726642387,1726642387,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1726682418,1726682418,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1726730210,1726730210,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1726770375,1726770375,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1726831037,1726831037,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1726851223,1726851223,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1726915258,1726915258,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1726939250,1726939250,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1726987224,1726987224,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1727031238,1727031238,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1727079233,1727079233,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1727120009,1727120009,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1727144205,1727144205,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1727187819,1727187819,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1727232027,1727232027,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1727275978,1727275978,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1727324211,1727324211,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1727368821,1727368821,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1727408811,1727408811,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1727452619,1727452619,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1727492816,1727492816,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1727536629,1727536629,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1727580628,1727580628,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1727624860,1727624860,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1727644848,1727644848,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1727709650,1727709650,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1727733605,1727733605,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1727777620,1727777620,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1727821614,1727821614,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1727866153,1727866153,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1727909584,1727909584,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1727950421,1727950421,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1727994445,1727994445,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1728034504,1728034504,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1728082609,1728082609,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1728126453,1728126453,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1728166465,1728166465,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1728190579,1728190579,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1728255259,1728255259,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1728295252,1728295252,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1728339189,1728339189,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1728383274,1728383274,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1728423267,1728423267,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
1728467190,1728467190,18,255,0,0,0,1514,1510,1449,1512,1514,1094,1934,1094,1934,1514,1514,1514,944,944,1514,1514,998,998,0,0,4
