timestamp,safety_switch_available,safety_off,override_available,override_enabled
2467860471,1,1,0,0
2468016474,1,1,0,0
2468040480,1,1,0,0
2468064461,1,1,0,0
2468088478,1,1,0,0
2468112459,1,1,0,0
2468136437,1,1,0,0
2468160437,1,1,0,0
2468180699,1,1,0,0
2468204456,1,1,0,0
2468228484,1,1,0,0
2468252513,1,1,0,0
2468272443,1,1,0,0
2468296475,1,1,0,0
2468316671,1,1,0,0
2468340448,1,1,0,0
2468360454,1,1,0,0
2468380704,1,1,0,0
2468404477,1,1,0,0
2468424485,1,1,0,0
2468448461,1,1,0,0
2468472424,1,1,0,0
2468492467,1,1,0,0
2468512473,1,1,0,0
2468532730,1,1,0,0
2468556395,1,1,0,0
2468576468,1,1,0,0
2468596441,1,1,0,0
2468620434,1,1,0,0
2468640443,1,1,0,0
2468660470,1,1,0,0
2468680764,1,1,0,0
2468704404,1,1,0,0
2468724444,1,1,0,0
2468748453,1,1,0,0
2468768467,1,1,0,0
2468792409,1,1,0,0
2468812388,1,1,0,0
2468832446,1,1,0,0
2468856447,1,1,0,0
2468876436,1,1,0,0
2468896744,1,1,0,0
2468920414,1,1,0,0
2468940404,1,1,0,0
2468960418,1,1,0,0
2468980466,1,1,0,0
2469004799,1,1,0,0
2469028542,1,1,0,0
2469052454,1,1,0,0
2469072554,1,1,0,0
2469096697,1,1,0,0
2469120476,1,1,0,0
2469144440,1,1,0,0
2469164465,1,1,0,0
2469184795,1,1,0,0
2469204537,1,1,0,0
2469228395,1,1,0,0
2469248410,1,1,0,0
2469268435,1,1,0,0
2469288508,1,1,0,0
2469312452,1,1,0,0
2469332505,1,1,0,0
2469352500,1,1,0,0
2469376419,1,1,0,0
2469400782,1,1,0,0
2469420456,1,1,0,0
2469444404,1,1,0,0
2469464387,1,1,0,0
2469484382,1,1,0,0
2469504459,1,1,0,0
2469524408,1,1,0,0
2469544783,1,1,0,0
2469568494,1,1,0,0
2469588433,1,1,0,0
2469612398,1,1,0,0
2469636433,1,1,0,0
2469656452,1,1,0,0
2469680487,1,1,0,0
2469700448,1,1,0,0
2469724738,1,1,0,0
2469744541,1,1,0,0
2469768497,1,1,0,0
2469792467,1,1,0,0
2469812486,1,1,0,0
2469832725,1,1,0,0
2469852520,1,1,0,0
2469876489,1,1,0,0
2469896501,1,1,0,0
2469920533,1,1,0,0
2469940947,1,1,0,0
2469964514,1,1,0,0
2469988494,1,1,0,0
2470008484,1,1,0,0
2470028480,1,1,0,0
2470052473,1,1,0,0
2470076406,1,1,0,0
2470100500,1,1,0,0
2470120805,1,1,0,0
2470144415,1,1,0,0
2470168487,1,1,0,0
2470192709,1,1,0,0
2470212400,1,1,0,0
2470232399,1,1,0,0
2470256386,1,1,0,0
2470276473,1,1,0,0
2470300776,1,1,0,0
2470320433,1,1,0,0
2470340392,1,1,0,0
2470364395,1,1,0,0
2470384415,1,1,0,0
2470408732,1,1,0,0
2470432434,1,1,0,0
2470452490,1,1,0,0
2470476465,1,1,0,0
2470496480,1,1,0,0
2470516802,1,1,0,0
2470536495,1,1,0,0
2470556518,1,1,0,0
2470580441,1,1,0,0
2470604514,1,1,0,0
2470624833,1,1,0,0
2470648413,1,1,0,0
2470672461,1,1,0,0
2470692487,1,1,0,0
2470716472,1,1,0,0
2470736505,1,1,0,0
2470760490,1,1,0,0
2470780728,1,1,0,0
2470804705,1,1,0,0
2470824389,1,1,0,0
2470848423,1,1,0,0
2470872419,1,1,0,0
2470892460,1,1,0,0
2470916489,1,1,0,0
2470936462,1,1,0,0
2470960553,1,1,0,0
2470980723,1,1,0,0
2471004524,1,1,0,0
2471028456,1,1,0,0
2471048454,1,1,0,0
2471072402,1,1,0,0
2471092731,1,1,0,0
2471116496,1,1,0,0
2471140387,1,1,0,0
2471160385,1,1,0,0
2471184459,1,1,0,0
2471204457,1,1,0,0
2471228412,1,1,0,0
2471252418,1,1,0,0
2471272733,1,1,0,0
2471292477,1,1,0,0
2471312459,1,1,0,0
2471336392,1,1,0,0
2471360497,1,1,0,0
2471380945,1,1,0,0
2471404509,1,1,0,0
2471424574,1,1,0,0
2471448472,1,1,0,0
2471472488,1,1,0,0
2471492474,1,1,0,0
2471512478,1,1,0,0
2471532502,1,1,0,0
2471552507,1,1,0,0
2471576501,1,1,0,0
2471600456,1,1,0,0
2471620491,1,1,0,0
2471644443,1,1,0,0
2471664396,1,1,0,0
2471688454,1,1,0,0
2471712364,1,1,0,0
2471732389,1,1,0,0
2471756481,1,1,0,0
2471780511,1,1,0,0
2471804451,1,1,0,0
2471824463,1,1,0,0
2471844460,1,1,0,0
2471868467,1,1,0,0
2471888486,1,1,0,0
2471908494,1,1,0,0
2471932513,1,1,0,0
2471952532,1,1,0,0
2471972559,1,1,0,0
2471996521,1,1,0,0
2472020472,1,1,0,0
2472040489,1,1,0,0
2472064692,1,1,0,0
2472088440,1,1,0,0
2472108452,1,1,0,0
2472132453,1,1,0,0
2472156424,1,1,0,0
2472176460,1,1,0,0
2472200500,1,1,0,0
2472224425,1,1,0,0
2472244697,1,1,0,0
2472264450,1,1,0,0
2472286017,1,1,0,0
2472306146,1,1,0,0
2472330057,1,1,0,0
2472354084,1,1,0,0
2472378014,1,1,0,0
2472398034,1,1,0,0
2472418044,1,1,0,0
2472438074,1,1,0,0
2472462069,1,1,0,0
2472482077,1,1,0,0
2472502072,1,1,0,0
2472526012,1,1,0,0
2472546022,1,1,0,0
2472570079,1,1,0,0
2472594022,1,1,0,0
2472614048,1,1,0,0
2472638585,1,1,0,0
2472662096,1,1,0,0
2472686024,1,1,0,0
2472706018,1,1,0,0
2472726076,1,1,0,0
2472746584,1,1,0,0
2472770060,1,1,0,0
2472794088,1,1,0,0
2472814016,1,1,0,0
2472834118,1,1,0,0
2472858105,1,1,0,0
2472882033,1,1,0,0
2472902072,1,1,0,0
2472926465,1,1,0,0
2472950091,1,1,0,0
2472974129,1,1,0,0
2472998562,1,1,0,0
2473022050,1,1,0,0
2473046070,1,1,0,0
2473066033,1,1,0,0
2473090105,1,1,0,0
2473114069,1,1,0,0
2473134107,1,1,0,0
2473158075,1,1,0,0
2473178772,1,1,0,0
2473202072,1,1,0,0
2473226017,1,1,0,0
2473246018,1,1,0,0
2473266037,1,1,0,0
2473286380,1,1,0,0
2473306070,1,1,0,0
2473330099,1,1,0,0
2473354036,1,1,0,0
2473374056,1,1,0,0
2473398322,1,1,0,0
2473422020,1,1,0,0
2473442012,1,1,0,0
2473466432,1,1,0,0
2473486022,1,1,0,0
2473506074,1,1,0,0
2473529998,1,1,0,0
2473550053,1,1,0,0
2473574378,1,1,0,0
2473598051,1,1,0,0
2473618072,1,1,0,0
2473642069,1,1,0,0
2473662094,1,1,0,0
2473686084,1,1,0,0
2473706112,1,1,0,0
2473726161,1,1,0,0
2473750063,1,1,0,0
2473770080,1,1,0,0
2473794058,1,1,0,0
2473818100,1,1,0,0
2473842042,1,1,0,0
2473862325,1,1,0,0
2473882058,1,1,0,0
2473902243,1,1,0,0
2473926015,1,1,0,0
2473946010,1,1,0,0
2473970364,1,1,0,0
2473993993,1,1,0,0
2474014011,1,1,0,0
2474038043,1,1,0,0
2474058038,1,1,0,0
2474078359,1,1,0,0
2474098076,1,1,0,0
2474122069,1,1,0,0
2474146068,1,1,0,0
2474166096,1,1,0,0
2474190067,1,1,0,0
2474210091,1,1,0,0
2474234101,1,1,0,0
2474254121,1,1,0,0
2474274115,1,1,0,0
2474294572,1,1,0,0
2474318237,1,1,0,0
2474342062,1,1,0,0
2474362078,1,1,0,0
2474382111,1,1,0,0
2474406084,1,1,0,0
2474429978,1,1,0,0
2474450014,1,1,0,0
2474470034,1,1,0,0
2474494069,1,1,0,0
2474518020,1,1,0,0
2474538038,1,1,0,0
2474562098,1,1,0,0
2474585986,1,1,0,0
2474606031,1,1,0,0
2474630079,1,1,0,0
2474654343,1,1,0,0
2474678114,1,1,0,0
2474698123,1,1,0,0
2474718159,1,1,0,0
2474742020,1,1,0,0
2474762363,1,1,0,0
2474782085,1,1,0,0
2474806018,1,1,0,0
2474826132,1,1,0,0
2474846065,1,1,0,0
