timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
1430857864,1430857713,0.0011889326,0.01061759,-0.00010189247,0.48512834,0.0,0.0,0.0,-1.0
1430985947,1430985755,0.0005707512,0.010308207,-0.00023562023,0.5114181,0.0,0.0,0.0,-1.0
1431025880,1431025712,0.00067430316,0.010112584,-2.8470698e-05,0.5193548,0.0,0.0,0.0,-1.0
1431069899,1431069702,0.0007885423,0.010153738,0.0007457421,0.5284216,0.0,0.0,0.0,-1.0
1431109853,1431109710,0.00083716924,0.010807536,0.0009296076,0.53661716,0.0,0.0,0.0,-1.0
1431150690,1431150503,-0.00074723933,0.010821844,0.0016831183,0.54474956,0.0,0.0,0.0,-1.0
1431194735,1431194535,0.00017096332,0.010148499,-0.00042041013,0.55446,0.0,0.0,0.0,-1.0
1431234705,1431234523,-0.0030078082,0.011063576,-0.0014354434,0.561436,0.0,0.0,0.0,-1.0
1431278684,1431278502,0.0006310358,0.0076225763,0.003571351,0.57057774,0.0,0.0,0.0,-1.0
1431318688,1431318505,-0.010102908,0.009467318,-0.00043102953,0.5809777,0.0,0.0,0.0,-1.0
1431363413,1431363278,0.007502813,0.011152362,0.014570301,0.58971494,0.0,0.0,0.0,-1.0
1431403431,1431403280,-0.006438586,0.013428867,0.003813905,0.59763056,0.0,0.0,0.0,-1.0
1431447423,1431447278,-0.0040703374,0.022313619,0.004398119,0.60641456,0.0,0.0,0.0,-1.0
1431487431,1431487279,-0.0009815309,0.011407191,0.0002634065,0.61657387,0.0,0.0,0.0,-1.0
1431531467,1431531325,0.0024775367,0.012272681,-0.003778946,0.62446755,0.0,0.0,0.0,-1.0
1431571478,1431571326,-0.0017124348,0.0066303583,-0.00081307127,0.63480556,0.0,0.0,0.0,-1.0
1431612313,1431612145,-0.0038105715,0.0103205815,-0.0041306084,0.6426328,0.0,0.0,0.0,-1.0
1431652271,1431652125,-0.005771567,0.0076936292,-0.0041978755,0.6521013,0.0,0.0,0.0,-1.0
1431696254,1431696109,-0.0054831514,0.009200071,-0.002410507,0.6608468,0.0,0.0,0.0,-1.0
1431736243,1431736104,-0.0037228845,0.011651578,-0.0039132154,0.67173976,0.0,0.0,0.0,-1.0
1431780273,1431780126,-0.002909887,0.012096861,-0.00014969021,0.6801548,0.0,0.0,0.0,-1.0
1431820273,1431820122,-0.0015484436,0.0141563285,-0.00026010175,0.690143,0.0,0.0,0.0,-1.0
1431869045,1431868903,-0.0012248252,0.0045243213,-0.003714753,0.69741774,0.0,0.0,0.0,-1.0
1431913104,1431912916,0.0007971361,-0.027261248,-0.012421725,0.70127434,0.0,0.0,0.0,-1.0
1431953097,1431952909,0.0075136367,-0.046788715,-0.014145153,0.6987259,0.0,0.0,0.0,-1.0
1431997100,1431996910,0.010183628,-0.060694955,-0.015678583,0.6970971,0.0,0.0,0.0,-1.0
1432037856,1432037682,0.013784095,-0.049190473,-0.026673388,0.6945728,0.0,0.0,0.0,-1.0
1432077882,1432077702,0.013619887,-0.024042703,-0.0332505,0.6809846,0.0,0.0,0.0,-1.0
1432121908,1432121702,0.009802954,-0.00691739,-0.022284431,0.6558768,0.0,0.0,0.0,-1.0
1432162001,1432161702,0.019036032,-0.013964255,-0.02855055,0.62400675,0.0,0.0,0.0,-1.0
1432205892,1432205702,0.005155,-0.009293759,-0.040203925,0.59012806,0.0,0.0,0.0,-1.0
1432245903,1432245702,0.015686972,0.0024029366,-0.044254877,0.5614419,0.0,0.0,0.0,-1.0
1432289912,1432289702,-0.00950986,-0.0014824136,-0.039609034,0.53463376,0.0,0.0,0.0,-1.0
1432330728,1432330502,-0.015642203,-0.020230396,-0.043091428,0.52307665,0.0,0.0,0.0,-1.0
1432370706,1432370502,-0.00011852756,-0.021705342,-0.049577568,0.509774,0.0,0.0,0.0,-1.0
1432410715,1432410502,0.0045639905,-0.0035736933,-0.051571865,0.50050557,0.0,0.0,0.0,-1.0
1432454689,1432454502,0.014260057,-0.003491505,-0.05101546,0.50017303,0.0,0.0,0.0,-1.0
1432494684,1432494503,0.033984896,-0.0042914953,-0.054243073,0.49957275,0.0,0.0,0.0,-1.0
1432539454,1432539278,0.048371248,0.0035245123,-0.041427497,0.49997398,0.0,0.0,0.0,-1.0
1432579449,1432579285,0.053100895,0.005348315,-0.043808293,0.50105035,0.0,0.0,0.0,-1.0
1432623422,1432623279,0.05217771,0.011088876,-0.042198684,0.50035673,0.0,0.0,0.0,-1.0
1432663415,1432663278,0.05392566,0.015865054,-0.045295026,0.5031904,0.0,0.0,0.0,-1.0
1432704254,1432704102,0.059074186,0.020923877,-0.04098485,0.50440025,0.0,0.0,0.0,-1.0
1432744250,1432744108,0.04248784,0.026478346,-0.04759105,0.50410306,0.0,0.0,0.0,-1.0
1432788279,1432788102,0.043347437,0.030311877,-0.041231412,0.5072422,0.0,0.0,0.0,-1.0
1432828292,1432828109,0.045020904,0.030115407,-0.0474319,0.50746953,0.0,0.0,0.0,-1.0
1432872301,1432872148,0.038219552,0.029082743,-0.04074984,0.50962275,0.0,0.0,0.0,-1.0
1432912289,1432912148,0.03367209,0.026364515,-0.04362928,0.5104695,0.0,0.0,0.0,-1.0
1432953047,1432952910,0.033357035,0.026075853,-0.04219366,0.50843686,0.0,0.0,0.0,-1.0
1432997135,1432996910,0.042077143,0.024390146,-0.04700407,0.5095634,0.0,0.0,0.0,-1.0
1433037122,1433036910,0.032892298,0.026880458,-0.045642547,0.5089922,0.0,0.0,0.0,-1.0
1433081059,1433080916,0.02487925,0.02225378,-0.048457347,0.5107498,0.0,0.0,0.0,-1.0
1433125102,1433124910,0.032768056,0.015550551,-0.041959904,0.5119448,0.0,0.0,0.0,-1.0
1433169873,1433169678,0.034094043,0.013504678,-0.04631839,0.5157179,0.0,0.0,0.0,-1.0
1433213870,1433213680,0.032890785,0.013410831,-0.04290357,0.5126581,0.0,0.0,0.0,-1.0
1433253949,1433253742,0.035951234,0.011950874,-0.04197056,0.5149599,0.0,0.0,0.0,-1.0
1433293890,1433293751,0.039605893,0.010238441,-0.04458872,0.5164471,0.0,0.0,0.0,-1.0
1433337894,1433337716,0.039773714,0.009953265,-0.044844408,0.5183455,0.0,0.0,0.0,-1.0
1433381905,1433381738,0.037432022,0.009567807,-0.043019146,0.51629514,0.0,0.0,0.0,-1.0
1433421996,1433421730,0.04262605,0.005812124,-0.04215329,0.51863086,0.0,0.0,0.0,-1.0
1433466699,1433466503,0.042892173,0.007133891,-0.037199814,0.5181638,0.0,0.0,0.0,-1.0
1433510669,1433510508,0.031236798,0.0070045567,-0.042210154,0.5217713,0.0,0.0,0.0,-1.0
1433554707,1433554509,0.03860169,0.0073837866,-0.042385846,0.5221797,0.0,0.0,0.0,-1.0
1433594711,1433594509,0.035371054,0.008442678,-0.036929823,0.5250802,0.0,0.0,0.0,-1.0
1433634705,1433634509,0.033865504,0.008847067,-0.035280973,0.5224911,0.0,0.0,0.0,-1.0
1433679450,1433679302,0.045183726,0.014090956,-0.03872373,0.52373487,0.0,0.0,0.0,-1.0
1433719443,1433719295,0.048484527,0.01952166,-0.03711365,0.5226746,0.0,0.0,0.0,-1.0
1433763458,1433763278,0.05080148,0.023246795,-0.045563824,0.525097,0.0,0.0,0.0,-1.0
1433803504,1433803312,0.051542982,0.014982529,-0.049520437,0.5272582,0.0,0.0,0.0,-1.0
1433847437,1433847278,0.047137145,0.012256353,-0.044870466,0.5252093,0.0,0.0,0.0,-1.0
1433888248,1433888102,0.049968917,0.009962262,-0.051008373,0.5248861,0.0,0.0,0.0,-1.0
1433932301,1433932116,0.054725196,0.005084348,-0.0518602,0.5219405,0.0,0.0,0.0,-1.0
1433972340,1433972155,0.051292006,0.006256666,-0.0523839,0.52122927,0.0,0.0,0.0,-1.0
1434016299,1434016145,0.041429635,0.001678204,-0.05158387,0.522087,0.0,0.0,0.0,-1.0
1434056261,1434056111,0.04578641,0.005842316,-0.046240516,0.5195252,0.0,0.0,0.0,-1.0
1434097101,1434096916,0.042212233,0.00816666,-0.0490481,0.5232206,0.0,0.0,0.0,-1.0
1434141129,1434140903,0.043113336,0.004494455,-0.04926665,0.521968,0.0,0.0,0.0,-1.0
1434181103,1434180910,0.042328317,0.013183946,-0.047757596,0.5194683,0.0,0.0,0.0,-1.0
1434221138,1434220911,0.048234336,0.009665974,-0.050857596,0.52409095,0.0,0.0,0.0,-1.0
