timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acc_x,acc_y,acc_z,thrust[0],thrust[1],thrust[2]
1431063364,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.086171485,-0.006549406,-0.18651597,-0.1268824,-0.01056577,-5.173289,0.0,0.0,0.0
1431164524,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.087115526,-0.012284326,-0.28779498,-0.12684754,-0.02092189,-5.373186,0.0,0.0,0.0
1431263961,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.08848176,-0.016807938,-0.38720998,-0.1365782,0.011339606,-5.580229,0.0,0.0,0.0
1431369449,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.08776784,-0.02285633,-0.49271795,-0.21424246,-0.07592629,-5.7788267,0.0,0.0,0.0
1431474667,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.08746342,-0.028746175,-0.5978379,-0.10216319,-0.0018872488,-6.020102,0.0,0.0,0.0
1431577262,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.08766727,-0.036164425,-0.70028585,-0.077983014,-0.061265785,-6.240453,0.0,0.0,0.0
1431677901,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.0886693,-0.04188032,-0.8009628,-0.09966792,-0.07734057,-6.451265,0.0,0.0,0.0
1431781551,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.08618598,-0.049280453,-0.9047889,-0.11795838,-0.09055568,-6.674234,0.0,0.0,0.0
1431886274,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.084378526,-0.05580177,-1.0,-0.1659792,-0.07182808,-6.860336,0.0,0.0,0.0
1431986931,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.082311966,-0.063332364,-1.0,-0.093115516,-0.13092782,-6.8584104,0.0,0.0,0.0
1432087598,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.07718134,-0.06917238,-1.0,0.15233742,-0.10974512,-6.620379,0.0,0.0,0.0
1432191603,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.05950365,-0.06963806,-1.0,-0.0834519,-0.10028773,-5.8778667,0.0,0.0,0.0
1432292175,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.04388437,-0.0693572,-1.0,0.20982923,0.06282437,-5.28315,0.0,0.0,0.0
1432392344,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.02247038,-0.06583743,-1.0,0.14356197,-0.043036353,-4.937071,0.0,0.0,0.0
1432492484,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.0015293121,-0.06009526,-1.0,0.19476946,0.08545966,-4.901235,0.0,0.0,0.0
1432597048,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.02968297,-0.049643755,-1.0,0.21713334,0.17587711,-4.894244,0.0,0.0,0.0
1432697810,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.05335922,-0.035069082,-1.0,0.21926,0.12476408,-4.9416304,0.0,0.0,0.0
1432797813,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.07058573,-0.014993238,-1.0,0.1833371,0.24560247,-4.9798493,0.0,0.0,0.0
1432901921,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.08483696,0.012171984,-1.0,0.14789325,0.33862022,-4.9855967,0.0,0.0,0.0
1433003384,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.09451566,0.045273256,-1.0,0.12030251,0.4188555,-5.003867,0.0,0.0,0.0
1433107099,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.098867126,0.08485236,-1.0,0.067357525,0.48840028,-5.0132174,0.0,0.0,0.0
1433207597,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.09719195,0.12787695,-1.0,0.0441971,0.54237324,-5.06079,0.0,0.0,0.0
1433311183,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.08970938,0.17283763,-1.0,0.0059060687,0.563385,-5.0640597,0.0,0.0,0.0
1433411748,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.07750931,0.21524978,-1.0,-0.012918014,0.59532285,-5.0488067,0.0,0.0,0.0
1433512296,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.064065315,0.25479174,-1.0,-0.03584543,0.66827255,-5.09662,0.0,0.0,0.0
1433612653,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.048213195,0.28966692,-1.0,-0.03380786,0.632364,-5.1283293,0.0,0.0,0.0
1433717168,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.032539558,0.32445154,-1.0,-0.07341319,0.6551834,-5.0978365,0.0,0.0,0.0
1433817371,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.017137717,0.35595283,-1.0,-0.069798775,0.6928379,-5.133392,0.0,0.0,0.0
1433917988,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.003081274,0.38378668,-1.0,-0.084195785,0.5728827,-5.115393,0.0,0.0,0.0
1434022026,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.010620021,0.4091073,-1.0,-0.07018322,0.58844143,-5.1242332,0.0,0.0,0.0
1434123364,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.023845673,0.42755055,-1.0,-0.08232902,0.705004,-5.0799413,0.0,0.0,0.0
1434227054,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.035866354,0.44091845,-1.0,-0.0758522,0.6602296,-5.121848,0.0,0.0,0.0
1434327115,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.045545053,0.4510465,-1.0,-0.044375684,0.5479454,-5.126399,0.0,0.0,0.0
1434431386,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.053103734,0.4586369,-1.0,-0.042983547,0.58120537,-5.0947804,0.0,0.0,0.0
1434531696,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.056182288,0.46203074,-1.0,-0.045391586,0.6211425,-5.117348,0.0,0.0,0.0
1434632250,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.05578637,0.463098,-1.0,0.024975525,0.5117357,-5.1179824,0.0,0.0,0.0
1434732462,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.053909156,0.4620072,-1.0,0.020191524,0.60823447,-5.1442823,0.0,0.0,0.0
1434837240,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.050852347,0.45884982,-1.0,-0.010403963,0.5648487,-5.08893,0.0,0.0,0.0
1434941543,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.047506522,0.4540988,-1.0,-0.0001959096,0.49356627,-5.065318,0.0,0.0,0.0
1435041917,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.04447236,0.44813737,-1.0,0.026007418,0.5771066,-5.097159,0.0,0.0,0.0
1435142051,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.0411211,0.4388863,-1.0,-0.031505615,0.51158166,-5.084865,0.0,0.0,0.0
1435246612,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.037800644,0.42704138,-1.0,-0.0216167,0.50748724,-5.089163,0.0,0.0,0.0
1435347183,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.03476739,0.4129043,-1.0,-0.0044644317,0.41085452,-5.1692924,0.0,0.0,0.0
1435447168,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.032140017,0.39615345,-1.0,-0.029329209,0.454095,-5.1483264,0.0,0.0,0.0
1435548306,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.028344821,0.37669912,-1.0,-0.03789533,0.34576234,-5.132971,0.0,0.0,0.0
1435652207,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.024593115,0.35426226,-1.0,-0.032545824,0.30408823,-5.182281,0.0,0.0,0.0
1435752225,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.019615602,0.33168498,-1.0,-0.024280177,0.35548648,-5.137714,0.0,0.0,0.0
1435852478,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.014790297,0.30775502,-1.0,0.0028659988,0.24000134,-5.1888704,0.0,0.0,0.0
1435956714,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.0084157465,0.27914658,-1.0,-0.008637641,0.29376197,-5.173641,0.0,0.0,0.0
1436057239,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.002508688,0.24949802,-1.0,0.01540378,0.14486966,-5.221768,0.0,0.0,0.0
1436157760,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.0037924766,0.22027077,-1.0,-0.014169724,0.10859751,-5.231453,0.0,0.0,0.0
1436261603,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.008700227,0.18841977,-1.0,-0.032157898,0.08836923,-5.2557445,0.0,0.0,0.0
1436362065,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.011577654,0.15606232,-1.0,-0.024382837,0.03855384,-5.251945,0.0,0.0,0.0
1436462612,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.0111536505,0.122229,-1.0,-0.05567875,0.040755298,-5.2346687,0.0,0.0,0.0
1436566293,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.013477516,0.08967857,-1.0,-0.05771975,-0.016065147,-5.2050624,0.0,0.0,0.0
1436667815,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.01252079,0.058546018,-1.0,-0.099520035,0.0010515732,-5.176408,0.0,0.0,0.0
1436771882,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.010025692,0.02371974,-1.0,-0.1029444,-0.060256682,-5.1705546,0.0,0.0,0.0
1436877559,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.004701185,-0.009762049,-1.0,-0.11234675,-0.04770508,-5.1800528,0.0,0.0,0.0
1436980474,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.0030033588,-0.039827347,-1.0,-0.0957652,-0.0728507,-5.2275195,0.0,0.0,0.0
1437080809,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.001155138,-0.06850648,-1.0,-0.14276497,-0.10393316,-5.2225957,0.0,0.0,0.0
1437184725,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.0073738573,-0.10035658,-1.0,-0.1268715,-0.1546832,-5.2778635,0.0,0.0,0.0
1437285184,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.014782143,-0.12875485,-1.0,-0.14954686,-0.11754728,-5.276994,0.0,0.0,0.0
1437385926,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.02432041,-0.15426482,-1.0,-0.17718664,-0.15926762,-5.2662554,0.0,0.0,0.0
1437489825,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.035084486,-0.1768249,-1.0014905,-0.20062415,-0.1271573,-5.2333426,0.0,0.0,0.0
1437590541,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.042357776,-0.19155087,-1.0065084,-0.22641231,-0.06331386,-5.214054,0.0,0.0,0.0
1437691003,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.05305662,-0.20408072,-1.0111581,-0.18110016,-0.08932936,-5.2316017,0.0,0.0,0.0
1437791127,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.06785145,-0.21465907,-1.0159596,-0.23232852,-0.07010031,-5.223135,0.0,0.0,0.0
1437895489,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.081540056,-0.22097744,-1.020603,-0.19188492,-0.11454985,-5.2212467,0.0,0.0,0.0
1437995825,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.09230866,-0.2184461,-1.0248244,-0.18389769,-0.03607638,-5.2512884,0.0,0.0,0.0
1438096141,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.099704266,-0.21468534,-1.0293238,-0.13764822,0.043074835,-5.2481704,0.0,0.0,0.0
1438200127,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.10398144,-0.20929469,-1.0338999,-0.10860637,0.033853937,-5.2419705,0.0,0.0,0.0
1438301538,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.10422606,-0.20149411,-1.038325,-0.047491774,0.033626046,-5.2450104,0.0,0.0,0.0
1438401804,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.10125441,-0.19083604,-1.0430666,-0.02522355,0.073911734,-5.225544,0.0,0.0,0.0
1438502715,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.09357343,-0.17766476,-1.0478426,0.039173536,0.09991388,-5.2407746,0.0,0.0,0.0
1438606099,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.08125286,-0.16061492,-1.0528233,0.07442881,0.11538577,-5.2337894,0.0,0.0,0.0
1438706686,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.06579485,-0.14190169,-1.0575206,0.11489088,0.08661102,-5.2477956,0.0,0.0,0.0
1438806790,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.050475452,-0.118196435,-1.0623088,0.13272122,0.24628216,-5.2227945,0.0,0.0,0.0
1438911811,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.031986,-0.09454012,-1.067358,0.1537715,0.2384796,-5.266286,0.0,0.0,0.0
1439015579,8.698335,-10.284188,-30.807943,-0.04941092,0.0,-0.014022016,-0.071015164,-1.0723797,0.17398295,0.19989917,-5.2219872,0.0,0.0,0.0
1439115196,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.004158497,-0.047923278,-1.0773246,0.16412197,0.2869471,-5.2347264,0.0,0.0,0.0
1439216448,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.020722723,-0.02249937,-1.082274,0.16365941,0.27593476,-5.26167,0.0,0.0,0.0
1439319963,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.03656306,0.0029363155,-1.0878178,0.15552917,0.30966043,-5.232312,0.0,0.0,0.0
1439421483,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.049385548,0.027357291,-1.0933536,0.1158567,0.28823668,-5.248321,0.0,0.0,0.0
1439520712,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.06022391,0.047006417,-1.0989807,0.087830044,0.32738346,-5.2412944,0.0,0.0,0.0
1439622365,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.06944508,0.06347007,-1.1044885,0.12725873,0.28722304,-5.2771344,0.0,0.0,0.0
1439726186,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.07551341,0.07736073,-1.1099905,0.08558246,0.21921588,-5.311205,0.0,0.0,0.0
1439826812,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.07849593,0.08813567,-1.1155214,0.07125357,0.23390327,-5.2968383,0.0,0.0,0.0
1439926686,8.698335,-10.284188,-30.807943,-0.04941092,0.0,0.080424786,0.09470229,-1.1211619,0.089283146,0.2054273,-5.337202,0.0,0.0,0.0
