timestamp,safety_switch_available,safety_off,override_available,override_enabled
2708888583,1,1,0,0
2708928917,1,1,0,0
2709059882,1,1,0,0
2709079848,1,1,0,0
2709104095,1,1,0,0
2709124700,1,1,0,0
2709148866,1,1,0,0
2709168841,1,1,0,0
2709192866,1,1,0,0
2709213156,1,1,0,0
2709236805,1,1,0,0
2709260694,1,1,0,0
2709280715,1,1,0,0
2709300809,1,1,0,0
2709321170,1,1,0,0
2709344694,1,1,0,0
2709364802,1,1,0,0
2709384803,1,1,0,0
2709408876,1,1,0,0
2709433691,1,1,0,0
2709457514,1,1,0,0
2709481497,1,1,0,0
2709501962,1,1,0,0
2709521648,1,1,0,0
2709545603,1,1,0,0
2709565597,1,1,0,0
2709589606,1,1,0,0
2709609784,1,1,0,0
2709629503,1,1,0,0
2709653489,1,1,0,0
2709673525,1,1,0,0
2709694272,1,1,0,0
2709718580,1,1,0,0
2709742221,1,1,0,0
2709762254,1,1,0,0
2709786306,1,1,0,0
2709806274,1,1,0,0
2709830264,1,1,0,0
2709854313,1,1,0,0
2709878313,1,1,0,0
2709902417,1,1,0,0
2709922440,1,1,0,0
2709942478,1,1,0,0
2709963268,1,1,0,0
2709987289,1,1,0,0
2710011042,1,1,0,0
2710031041,1,1,0,0
2710051109,1,1,0,0
2710071099,1,1,0,0
2710091116,1,1,0,0
2710115410,1,1,0,0
2710135128,1,1,0,0
2710155189,1,1,0,0
2710175203,1,1,0,0
2710199088,1,1,0,0
2710219138,1,1,0,0
2710239831,1,1,0,0
2710263894,1,1,0,0
2710283897,1,1,0,0
2710308052,1,1,0,0
2710328053,1,1,0,0
2710351997,1,1,0,0
2710375866,1,1,0,0
2710396025,1,1,0,0
2710420061,1,1,0,0
2710443888,1,1,0,0
2710468021,1,1,0,0
2710488671,1,1,0,0
2710513002,1,1,0,0
2710536696,1,1,0,0
2710560704,1,1,0,0
2710580823,1,1,0,0
2710933480,1,1,0,0
2710953486,1,1,0,0
2710977608,1,1,0,0
2710997615,1,1,0,0
2711021449,1,1,0,0
2711042288,1,1,0,0
2711066289,1,1,0,0
2712787553,1,1,0,0
2712807251,1,1,0,0
2712831230,1,1,0,0
2712855116,1,1,0,0
2712879055,1,1,0,0
2712899822,1,1,0,0
2712919843,1,1,0,0
2712940060,1,1,0,0
2712959885,1,1,0,0
2712979890,1,1,0,0
2713004111,1,1,0,0
2713023899,1,1,0,0
2713043901,1,1,0,0
2713067897,1,1,0,0
2713088071,1,1,0,0
2713112123,1,1,0,0
2713131886,1,1,0,0
2713152808,1,1,0,0
2713176630,1,1,0,0
2713196645,1,1,0,0
2713216820,1,1,0,0
2713240713,1,1,0,0
2713264861,1,1,0,0
2713288698,1,1,0,0
2713312817,1,1,0,0
